easting,northing,yaw,state_x,state_y,state_yaw
310217.795073,2768165.70055,-0.0409569922531,310217.796939,2768165.7005,-0.0409567490865
310217.795073,2768165.70055,-0.0409569922531,310217.796663,2768165.70051,-0.0409568288264
310217.795073,2768165.70055,-0.0409569922531,310217.796865,2768165.7005,-0.0409568824182
310217.795073,2768165.70055,-0.0409569922531,310217.796598,2768165.7005,-0.0409569184358
310217.795073,2768165.70055,-0.0409569922531,310217.796371,2768165.70051,-0.0409569426422
310217.795073,2768165.70055,-0.0409569922531,310217.796644,2768165.7005,-0.0409569589111
310217.795073,2768165.70055,-0.0409569922531,310217.796433,2768165.70051,-0.0409569698449
310217.795073,2768165.70055,-0.0409543535631,310217.796237,2768165.70051,-0.0409561119098
310217.795073,2768165.70055,-0.0409543535631,310217.796489,2768165.7005,-0.0409555353103
310217.795073,2768165.70055,-0.0409543535631,310217.796279,2768165.70051,-0.04095514779
310217.795073,2768165.70055,-0.0409543535631,310217.7961,2768165.70052,-0.0409548873459
310217.795073,2768165.70055,-0.0409543535631,310217.796395,2768165.7005,-0.0409547123072
310217.795073,2768165.70055,-0.0409543535631,310217.796203,2768165.70051,-0.0409545946674
310217.795073,2768165.70055,-0.0409543535631,310217.796044,2768165.70052,-0.0409545156041
310217.795073,2768165.70055,-0.0409543535631,310217.796341,2768165.7005,-0.0409544624675
310217.795073,2768165.70055,-0.0409543535631,310217.796156,2768165.70051,-0.0409544267554
310217.795073,2768165.70055,-0.0409543535631,310217.795996,2768165.70052,-0.0409544027541
310217.795073,2768165.70055,-0.0409543535631,310217.796319,2768165.7005,-0.0409543866234
310217.795073,2768165.70055,-0.0409543535631,310217.796176,2768165.70051,-0.0409543757822
310217.795073,2768165.70055,-0.0409543535631,310217.796018,2768165.70052,-0.0409543684961
310217.77504,2768165.71191,-0.0409543535631,310217.792908,2768165.70226,-0.0409543634478
310217.77504,2768165.71191,-0.0409543535631,310217.790209,2768165.70374,-0.0409543601112
310217.77504,2768165.71191,-0.0409543535631,310217.787895,2768165.70499,-0.0409543579122
310217.77504,2768165.71191,-0.0409543535631,310217.785932,2768165.70605,-0.040954356458
310217.77504,2768165.71191,-0.0409543535631,310217.784279,2768165.70695,-0.0409543554895
310217.77504,2768165.71191,-0.0409543535631,310217.782869,2768165.70771,-0.0409543548467
310217.77504,2768165.71191,-0.0409543535631,310217.781867,2768165.70835,-0.0409543543733
310217.77504,2768165.71191,-0.0409543535631,310217.780827,2768165.70889,-0.0409543540809
310217.77504,2768165.71191,-0.0409543535631,310217.779944,2768165.70935,-0.0409543538975
310217.77504,2768165.71191,-0.0409543535631,310217.779526,2768165.70973,-0.0409543537331
310217.77504,2768165.71191,-0.0409543535631,310217.778845,2768165.71007,-0.0409543536502
310217.77504,2768165.71191,-0.0409543535631,310217.778266,2768165.71035,-0.040954353608
